tempo rho11 rho22 rho33 sigma12 sigma13 sigma23 soma campo
ns
1.3750249999985715 0.38621141669713566 0.3768581474345427 0.23693043586831847 0.015281199958410867 0.000007608930396262767 0.00007154762105631705 0.9999999999999969 -456480958.5498787
1.4000249999984757 0.38628434185168287 0.3770023523179546 0.23671330583035938 0.015284610499435546 0.0000132697079133518 0.000058242945748683004 0.9999999999999969 448329656.70593816
1.42502499999838 0.38638428615916925 0.3770453132307337 0.2365704006100956 0.015285615290859837 0.000009545357260796326 0.00006686929378754843 0.9999999999999986 -440464360.4353706
1.4500249999982844 0.38649025611434445 0.3771882738930465 0.23632146999260795 0.015278887205116113 0.00001003489070507901 0.00006403231747843612 0.9999999999999989 432870276.60650635
1.4750249999981886 0.38656436414064754 0.37723250872690284 0.23620312713244823 0.015287063924195416 0.00001030698373524452 0.0000651728955824074 0.9999999999999987 -425533614.9801055
1.5000249999980928 0.38666200465965184 0.37737262526572757 0.23596537007461915 0.015283366367962431 0.00001208608072679813 0.000059597059735009676 0.9999999999999986 418441504.6653956
1.525024999997997 0.38676782152905587 0.3774177595352602 0.23581441893568264 0.015281318025972719 0.000007739030265437795 0.00007066649850393322 0.9999999999999988 -411581918.7458496
1.5500249999979014 0.38684298549947355 0.37755651382483296 0.23560050067569102 0.015284144495945068 0.000012749034963564434 0.0000588511398930333 0.9999999999999976 404943606.2225238
1.5750249999978057 0.38693905637581494 0.37760395064652374 0.23545699297765896 0.015285913063156045 0.000009792644908029915 0.00006583990821669832 0.9999999999999977 -398516030.43888086
1.6000249999977099 0.38704524527578327 0.3777415546246555 0.23521320009955918 0.015279266749042703 0.00000993392807993023 0.0000637654915808617 0.9999999999999979 392289313.25552726
1.6250249999976143 0.3871214944333318 0.3777898889431193 0.23508861662354724 0.0152863360234935 0.00001009833683337303 0.00006519491753794761 0.9999999999999984 -386254184.42260945
1.6500249999975185 0.3872155668661511 0.37792511754310726 0.23485931559074025 0.015283812746193911 0.000012110592583413821 0.00005923747046544672 0.9999999999999986 380401935.5106899
1.6750249999974227 0.38732145412190333 0.3779742734234629 0.23470427245463324 0.015281490310967965 0.000007871960699272277 0.00006981494278292025 0.9999999999999994 -374724377.9931369
1.700024999997327 0.38739877549705226 0.3781084573420234 0.23449276716092363 0.015283715816754001 0.00001228647983241862 0.000059345368721495206 0.9999999999999993 369213805.00147235
1.7250249999972314 0.38749150910321045 0.3781595015742356 0.234348989322554 0.01528612360317256 0.000009983745373251565 0.0000649735412643842 1 -363862956.4483421
1.7500249999971356 0.38759748501848273 0.3782926045428584 0.23410991043865945 0.015279649944419802 0.000009880155637532573 0.00006342566161095333 1.0000000000000007 358664987.0984552
1.7750249999970398 0.387675810089462 0.378344280976125 0.23397990893441412 0.015285693600825219 0.000009893767261595904 0.00006520102020439197 1.000000000000001 -353613437.3622341
1.800024999996944 0.38776681356159914 0.37847538049213475 0.2337578059462661 0.015284150287797857 0.000012111209138354995 0.000058923923249532094 1 348702206.49911594
1.8250249999968484 0.3878723620921826 0.37852781932970264 0.23359981857811632 0.015281703842166067 0.00000800866943992948 0.00006898559629607554 1.0000000000000016 -343925528.063036
1.8500249999967526 0.38795175444947755 0.37865809955318125 0.23339014599734348 0.01528332499377908 0.000011871427222708703 0.000059744076966709525 1.0000000000000022 339277947.29958403
1.8750249999967594 0.3880416180257441 0.3787120944155244 0.23324628755873344 0.015286259272129605 0.00001012644748610065 0.00006423999412358527 1.0000000000000018 -334754301.7440041
1.9000249999968706 0.3881470209539823 0.37884134830856697 0.23301163073745282 0.015280035937718664 0.000009863101438065 0.00006303044684010539 1.000000000000002 330349699.30049634
1.9250249999969815 0.38822734312401924 0.37889578668108 0.23287687019490227 0.015285126292826138 0.000009696013908215791 0.00006518563561801866 1.0000000000000016 -326059500.62573105
1.9500249999970927 0.38831571843970586 0.37902333872765215 0.23266094283264352 0.015284395875313817 0.000012088536440033595 0.00005865433275256067 1.0000000000000016 321879305.6386072
1.9750249999972038 0.3884205871376848 0.37907849156009565 0.23250092130222164 0.015281947946372465 0.000008149069425018258 0.00006817498005099804 1.000000000000002 -317804937.0294299
2.000024999997315 0.38850195286042283 0.3792053852738235 0.23229266186575429 0.015282972944421963 0.000011497145924917715 0.000060059628051849604 1.0000000000000007 313832426.3658851
2.025024999997426 0.3885893649991814 0.37926182237752476 0.2321488126232935 0.015286329549134453 0.000010226632961057645 0.00006361722920631884 0.9999999999999998 -309958001.1708776
2.050024999997537 0.38869389349377387 0.3793877356092918 0.23191837089693346 0.01528042248980603 0.000009874688130338026 0.00006259394102400697 0.9999999999999991 306178073.00249416
2.075024999997648 0.3887761174936915 0.37944448177492696 0.23177940073137968 0.015284627217752273 0.000009507577230513919 0.00006514431945042343 0.9999999999999981 -302489226.3397151
2.100024999997759 0.3888622630390114 0.3795689418955902 0.23156879506539504 0.015284562546342504 0.000012043316605264898 0.00005842623178770024 0.9999999999999967 298888208.31725866
2.12502499999787 0.38896616714925836 0.37962636115746395 0.23140747169327305 0.01528221348520584 0.00000829236136425858 0.00006738207587499277 0.9999999999999953 -295371919.13381535
2.150024999997981 0.3890493941825466 0.3797502777930685 0.23120032802437954 0.015282660658308368 0.000011159298051107127 0.000060300604679321285 0.9999999999999947 291937403.1632042
2.1750249999980924 0.3891347367880973 0.3798087558491785 0.2310565073627178 0.015286342249441146 0.00001028899352761455 0.00006308833308142799 0.9999999999999936 -288581840.67854613
2.2000249999982033 0.38923813960498577 0.37993173279487064 0.23083012760013788 0.015280806540121464 0.000009908357208096565 0.00006212782324933318 0.9999999999999942 285302540.107721
2.2250249999983143 0.3893221525539282 0.3799904246680541 0.2306874227780113 0.015284191596470107 0.000009330690557826285 0.00006507357740507465 0.9999999999999936 -282096930.8598227
2.2500249999984256 0.38940643362303745 0.3801121562729713 0.2304814101039848 0.015284660925899494 0.000011976491837550713 0.00005823674681196682 0.9999999999999936 278962556.5782659
2.2750249999985366 0.38950913733686987 0.3801714835567981 0.23031937910632572 0.015282492424101237 0.000008437251773309077 0.00006660743963033139 0.9999999999999937 -275897068.88974965
2.3000249999986475 0.3895940978701188 0.38029275293387543 0.2301131491959985 0.015282388984156467 0.000010855034585778723 0.000060473231528581214 0.9999999999999927 272898221.51043576
2.3250249999987584 0.3896777230821742 0.3803529498920944 0.22996932702572323 0.015286304226722267 0.000010317483801244561 0.00006263969887270704 0.9999999999999918 -269963864.7822847
2.35002499999887 0.38977979374295046 0.380473317646073 0.22974688861096793 0.015281184572179946 0.000009958562363120035 0.00006164202565374614 0.9999999999999913 267091940.5118344
2.3750249999989808 0.38986546520634596 0.38053366193242777 0.2296008728612166 0.015283815885713512 0.000009167297043519758 0.00006497076778007308 0.9999999999999905 -264280477.16548795
2.4000249999990917 0.3899482192939249 0.3806529595320228 0.22939882117404317 0.015284700096290819 0.000011889236130557484 0.00005808260834741189 0.9999999999999909 261527585.3650927
2.425024999999203 0.3900495308172791 0.3807139034011882 0.22923656578152163 0.01528277758940461 0.000008582110380361955 0.00006585261563244492 0.9999999999999889 -258831453.63222954
2.450024999999314 0.3901360812967167 0.380832795262117 0.22903112344115698 0.015282158484535596 0.00001058242227243681 0.00006058228566102009 0.9999999999999906 256190344.43746176
2.475024999999425 0.39021831528352596 0.38089444895572705 0.22888723576073838 0.015286221782789803 0.00001031561137001719 0.00006225990647078303 0.9999999999999913 -253602590.4421306
2.5000249999995363 0.39031888832965095 0.3810124759881382 0.22866863568220275 0.015281552867418875 0.00001002047118420015 0.00006114514067242554 0.9999999999999919 251066591.01206204
2.5250249999996472 0.39040607127505095 0.3810742318119622 0.22851969691297921 0.015283497217456872 0.000009019030169383284 0.00006483404163241141 0.9999999999999925 -248580808.89528894
2.550024999999758 0.39048761084747946 0.381191337360607 0.2283210517919064 0.015284688133346724 0.000011782965439637689 0.00005796018457153233 0.9999999999999929 246143767.12364417
2.575024999999869 0.39058737889748296 0.3812536576755284 0.2281589634269816 0.015283062535244614 0.000008725090701612394 0.00006511973098456804 0.9999999999999929 -243754046.09484124
2.6000249999999805 0.39067536099222006 0.3813703955888976 0.22795424341887555 0.015281969338745328 0.000010340067435260674 0.000060631693899116995 0.9999999999999931 241410280.7949975
2.6250250000000914 0.39075650577710486 0.38143328994629805 0.2278102042765902 0.015286100903423782 0.000010286622835922234 0.00006193901990732198 0.9999999999999931 -239111158.21855363
2.6500250000002024 0.39085545397466154 0.3815491994326245 0.22759534659270791 0.015281907691961052 0.000010089789314774786 0.00006064467075106994 0.999999999999994 236855414.90959957
2.6750250000003137 0.39094398640457256 0.3816121665472861 0.2274438470481353 0.015283233029913083 0.000008887197765319938 0.00006466230010248937 0.999999999999994 -234641834.62751108
2.7000250000004247 0.39102460009157286 0.38172728121438004 0.22724811869404024 0.015284632436849094 0.000011659332567169028 0.000057865530904262815 0.9999999999999931 232469246.19331476
2.7250250000005356 0.3911227111835595 0.38179077780576826 0.22708651101066718 0.015283341475430874 0.000008864227050665971 0.0000644112029058022 0.9999999999999949 -230336521.40668765
2.750025000000647 0.3912119534503888 0.3819055492788051 0.2268824972708022 0.015281821281413175 0.000010126862438480016 0.00006062493073643759 0.9999999999999961 228242573.07657444
2.775025000000758 0.39129228751365214 0.38196950428267007 0.22673820820367385 0.015285947386727672 0.000010233621076285543 0.00006166814348573453 0.9999999999999961 -226186353.2053062
2.800025000000869 0.39138951954910534 0.3820834838323036 0.2265269966185869 0.015282245440035726 0.000010162658803253275 0.00006014718104762664 0.9999999999999959 224166851.2181868
2.82502500000098 0.39147922664597007 0.3821474939576092 0.22637327939641613 0.015283020823775193 0.00000877277011343437 0.00006445515766969721 0.9999999999999954 -222183092.31789428
2.850025000001091 0.39155917946354213 0.38226078678226366 0.22618003375418894 0.015284539929845164 0.000011520210668835183 0.00005779445078463215 0.9999999999999948 220234135.89495134
2.875025000001202 0.3916555555905996 0.3823252911013113 0.22601915330808306 0.015283609253652623 0.0000089975155003059 0.00006372952074036428 0.999999999999994 -218319074.071585
2.900025000001313 0.3917458756523712 0.38243825507591594 0.22581586927170746 0.015281713568772044 0.000009941811982027326 0.000060565284114927243 0.9999999999999946 216437030.27087998
2.9250250000014244 0.3918256538000535 0.3825031193086263 0.22567122689131447 0.015285766903031574 0.000010159635668189185 0.00006143914337763923 0.9999999999999943 -214587157.8890663
2.9500250000015353 0.39192111217790376 0.38261532819974997 0.22546355962233985 0.015282562747093918 0.000010235602262674501 0.00005965839206495831 0.9999999999999937 212768639.00581086
2.9750250000016463 0.3920118088299666 0.3826802385429803 0.22530795262704648 0.015282858003672422 0.000008676372783146909 0.00006421290506965121 0.9999999999999933 -210980683.20829856
3.0000250000017576 0.3920913418451743 0.3827918529146256 0.22511680524019453 0.01528441717232418 0.000011367668043224514 0.00005774256410956242 0.9999999999999943 209222526.43058872
3.0250250000018686 0.39218593829983983 0.3828572217683201 0.22495683993183377 0.015283861335366387 0.000009122983070310647 0.0000630770800247396 0.9999999999999938 -207493429.8505232
3.0500250000019795 0.3922771453937223 0.38296851427137024 0.22475434033490044 0.015281644967158559 0.00000978391365194435 0.00006045603048851908 0.9999999999999929 205792678.88369152
3.0750250000020904 0.3923565982295213 0.38303415928475565 0.22460924248571637 0.015285565010341066 0.000010067660629166912 0.00006124447757855268 0.9999999999999932 -204119582.17929408
3.100025000002202 0.3924502571904901 0.3831447339352393 0.22440500887426484 0.015282856579933123 0.000010305495440203224 0.00005918323551928638 0.9999999999999942 202473470.6926698
3.1250250000023128 0.3925417507882252 0.3832104222688209 0.22424782694294887 0.015282741779764079 0.00000859828473116924 0.00006393646842681298 0.9999999999999949 -200853696.7744888
3.1500250000024237 0.3926210805100828 0.38332048085941933 0.22405843863049157 0.01528427041803736 0.000011203936190702432 0.00005770538053101757 0.9999999999999938 199259633.34937036
3.175025000002535 0.392713883692305 0.38338659163570116 0.22389952467198737 0.015284093810703328 0.000009238747535425291 0.00006245605488699409 0.9999999999999934 -197690673.0921839
3.200025000002646 0.39280578146992473 0.3834963301016907 0.22369788842837915 0.015281613759818246 0.00000965207689952427 0.00006030054556607215 0.9999999999999946 196146227.64296067
3.225025000002757 0.39288511470648413 0.38356264609886653 0.22355223919464315 0.015285347140776598 0.000009960668948121488 0.00006107709798716421 0.9999999999999938 -194625726.8988053
3.2500250000028683 0.3929769780557345 0.3836717042656121 0.22335131767864655 0.015283124308025243 0.000010369557114290793 0.00005872588856592349 0.9999999999999931 193128618.29385135
3.2750250000029792 0.3930690714622834 0.3837380651349328 0.22319286340277708 0.01528266911315505 0.000008538442024954823 0.00006362736285096392 0.9999999999999933 -191654366.1387733
3.30002500000309 0.39314838915989686 0.3838466737078519 0.22300493713224487 0.015284105633363904 0.000011031372753313911 0.00005767837524424718 0.9999999999999937 190202450.96394458
3.325025000003201 0.3932394142782152 0.38391342068437145 0.2228471650374073 0.015284303401350365 0.000009343069143548116 0.00006186830023090455 0.999999999999994 -188772368.9358566
3.3500250000033125 0.39333180375652466 0.38402170730627805 0.22264648893719122 0.015281617769012375 0.000009545070315566762 0.00006010236816143027 0.9999999999999939 187363631.26069483
3.3750250000034234 0.39341119753478787 0.38408859978385096 0.2225002026813557 0.01528511856838251 0.00000984161049806634 0.00006093040082202564 0.9999999999999946 -185975763.61442214
3.4000250000035344 0.3935012963179775 0.384196243830036 0.22230245985198016 0.015283363758506351 0.00001042534901180487 0.00005828979641620466 0.9999999999999937 184608305.63640594
3.4250250000036457 0.3935937909268368 0.38426318559536243 0.22214302347779463 0.015282636694075933 0.000008496447359291856 0.00006328763981573574 0.9999999999999938 -183260810.40286642
3.4500250000037567 0.39367326201884995 0.3843704359855802 0.22195630199556476 0.01528392849108856 0.000010852420736034043 0.000057657065187597576 0.9999999999999949 181932843.94844708
3.4750250000038676 0.39376255063502597 0.38443772743914534 0.22179972192582345 0.01528448746668036 0.000009434394886678047 0.0000613152782265174 0.9999999999999947 -180623984.78338942
3.5000250000039785 0.39385523320871135 0.38454465179684055 0.22160011499444354 0.015281654390960991 0.000009461490468283703 0.00005986522909404601 0.9999999999999954 179333823.47284803
3.52502500000409 0.39393484154658825 0.38461203890120277 0.22145311955220498 0.015284884365587871 0.000009713398103101293 0.00006079820925094565 0.999999999999996 -178061962.19295245
3.550025000004201 0.39402323154549 0.3847183583698553 0.22125841008464922 0.015283573256339276 0.000010470780779390612 0.000057877690103648104 0.9999999999999946 176808014.33014598
3.575025000004312 0.3941159303463805 0.3847858008729998 0.22109826878061567 0.015282640945005862 0.000008471585351700956 0.00006291982834354976 0.9999999999999959 -175571604.0729881
3.600025000004423 0.39419569396486365 0.38489177334673086 0.220912532688402 0.01528374434815091 0.000010669565284424856 0.000057637083788462324 0.9999999999999964 174352366.06126127
3.625025000004534 0.39428331136280864 0.3849595292629208 0.2207571593742672 0.015284644005949765 0.000009511395597999677 0.00006079800546299768 0.9999999999999967 -173149945.01358116
3.650025000004645 0.3943760917982732 0.38506517040686156 0.22055873779486163 0.015281720641471808 0.00000939974764525957 0.00005959305365358728 0.9999999999999964 171963995.3703099
3.6750250000047564 0.3944560422549433 0.38513298082919617 0.22041097691585754 0.015284649353626884 0.000009578885354196417 0.00006067477696771881 0.999999999999997 -170794180.98657116
3.7000250000048673 0.3945428012988786 0.3852380544934906 0.22021914420762695 0.015283751650664687 0.000010504116554370427 0.00005749160397238708 0.999999999999996 169640174.7985033
3.7250250000049783 0.39463551187951523 0.3853059271987077 0.22005856092177278 0.015282678042945986 0.000008462843430465807 0.00006252687050425477 0.9999999999999957 -168501658.5263181
3.75002500000468 0.3947156806807008 0.38541069234181935 0.2198736269774751 0.015283558213941055 0.000010485289211725324 0.00005761425257086624 0.9999999999999951 167378319.63486737
3.7750250000043777 0.39480171306271306 0.385478842580303 0.21971944435697863 0.015284771654459546 0.000009572995954118753 0.00006031701821237689 0.9999999999999948 -166269859.2749538
3.800025000004075 0.3948944024016852 0.38558327069926956 0.21952232689903994 0.01528181321028329 0.000009358065119280849 0.000059289943951529966 0.9999999999999948 165175983.82000482
3.8250250000037727 0.39497479601710705 0.38565144198229945 0.21937376200058867 0.015284418050917754 0.000009440838983166597 0.00006055480462849536 0.9999999999999951 -164096407.30094615
3.85002500000347 0.3950600211243312 0.38575533949620927 0.2191846393794559 0.015283898328118564 0.000010523980697361141 0.00005713289594951348 0.9999999999999963 163030851.1651193
3.8750250000031676 0.39515255854226994 0.38582357999543127 0.21902386146229294 0.01528274395634674 0.000008468937971852773 0.00006211205207371431 0.9999999999999941 -161979044.0520189
3.900025000002865 0.39523321881260953 0.38592720023949373 0.21883958094789083 0.015283374714042501 0.00001030202840405427 0.000057584648111690844 0.9999999999999941 160940721.55905673
3.9250250000025626 0.3953177703421625 0.3859956830494511 0.21868654660838152 0.015284869672360975 0.000009618397379769092 0.00005987235388999241 0.999999999999995 -159915626.01997313
3.95002500000226 0.39541018865036787 0.38609896081697226 0.21849085053265535 0.015281928522259972 0.000009334489356242881 0.000058960146054909125 0.9999999999999954 158903506.2916638
